Nom;Fonction;Adresse;Tel;Site Web
GLHOME TRAVAUX;COURTIER EN TRAVAUX;4 Allée Serge Loiseau Nîmes (30000);0782792303;https://glhome.wixsite.com/glhometravaux
Sébastien VOILE;Formateur-Consultant;41 rue de la Gare Saint-Vincent-des-Landes (44590);0695094726;https://www.linkedin.com/in/svocpd2017/
Neurodiverse Solutions;Consultante en Autisme et des Handicaps Intellectuels;5 rue Montalembert Limoges (87000);06.29.74.29.15;
Lab'Eau Conseils;Analyses  physico chimiques des eaux de refoidissement de l'industrie;34 rue BARABAN Lyon (69003);0619563650;
TOSCAnimale;Communication Animale;Azas (31380);;http://www.toscanimale.com
EXCEN;EXPERT INDUSTRIEL:Ingénierie nucléaire: contruction, maintenance et exploitation centrales nucléaires;Saint-Caprais-de-Bordeaux (33880);0650850343;
Ghislaine Lasseron;Consultante en communication médicale;Meudon (92190);;
SC2A SECRETARIAT;Secrétariat indépendant;249 rue de l'Orée du Bois Isneauville (76230);0663742026;https://www.sc2asecretariat.com/
Agence Tourvieille;publicité sur objets et impression;85 chemin des mars Val-de-Fier (74150);0685750209;http://www.pub-kdo.com
Avenir HSE;Consultant en prévention des risques professionnels et management QSE;25 rue Grien Epfig (67680);0637945436;http://www.avenirhse.com
Denis WIEDENKELLER;Conseil éducatif à domicile;Strasbourg (67000);0674084047;
Bohème Canin;Toilettage Animalier;382 Avenue Victor Hugo Toul (54200);0972551883;http://www.bohemecanin.fr
Solène DESSENS / S Web Formation;Formatrice en communication digitale;Le Bouscat (33110);;http://sweb-formation-bordeaux.fr/
Amphidea;Traductrice anglais;742 chemin du Mas de l'Huile Montferrier-sur-Lez (34980);0664900374;http://www.amphidea.com
OHMYPHONE;reparation smartphone, tablette, ordinateur;46 avenue du general de gaulle Longjumeau (91160);0769052472;https://www.ohmyphone91.fr
LES PAPERASSERIES;Service d’assistanat et de gestion externalisé PME / Artisans / Indépendants;LES HERBIERS (85500);;http://www.lespaperasseries.fr/
Célina Evans;Chef de projet communication et évènementielle;Nantes (44100);0660629055;
Axelle Lazeve;Web-assistante marketing & technique;Grenoble (38000);;https://www.les-sensibles.fr/
Mathilde Toucheboeuf;Consultant Inbound Marketing et formatrice Webmarketing;Rueil-Malmaison (92500);;http://www.mathilde-toucheboeuf.com/
Haute Définition;Consultant & Formateur en Communication;Rouen (76000);0660718189;
Bonneau Services;Traductrice-Interprète;Saint-Vincent-sur-Oust (56350);0299917432;http://bonneau-services.com
Constanze Ravel;Traduction Français > Allemand / Anglais > Allemand;Brulais (35330);0755606460;http://ravel-traduction.webnode.fr/
Myriam Zlotnik;Praticien de santé Naturopathe- Sophrologue;3 allée des Cavaliers Maisons-Alfort (94700);0143963382;http://www.odelia-nature.fr
Laurent Bayot;Infographiste web et print;Toulouse (31400);0659445028;http://www.laurentbayot.com
David Informatique;Réparateur-Revendeur Informatique;4 rue des lilas Le Puy-en-Velay (43000);0601321006;
L'UNIVERS DES CHIENS;TOILETTEUSE;14 RUE LAVOISIER Fitz-James (60600);0344195197;https://www.toiletteur-oise.fr
Céline Jourdan;Community Manager / Rédactrice Web;Saint-Aunès (34130);0662840589;https://celinejourdan.fr
Stéphane Dupuy - SD ELEC;Electricité Générale;Gelos (64110);+33683787949;
Dtravaux;maçon;pont de la crueize Saint-Léger-de-Peyre (48100);0630240925;https://mendoisrusse.wixsite.com/monsite
Sonovation;DJ animateur;334, quai Bouchacourt Saint-Laurent-sur-Saône (01750 );;http://www.dj-macon.fr
Romina Caravello;Traductrice;Paris 17 (75017);0632494099;
JNB;plaquiste,jointeur,menuiserie interieur;grosbot Charras (16380);0649986280;
Fabienne MARTIN - Société AXELIE;ASSISTANTE COMMERCIALE ET ADMINISTRATIVE;Bourgbarré (35230);0680541051;
MYOGYM;Coach sportif;La Seyne-sur-Mer (83500);;http://myogym.fr/
ROBET;Tailleur de Pierre;Longué-Jumelles (49160);0662118813;
COACHINGESTION;services aux artisans, commerçant, TPME;8 RUE DE L'HUILERIE Fontaine-Fourches (77480);0662632549;
Céline Traduction &Interprétation;Traductrice allemand ou anglais / français;Didenheim (68350);;http://ercs-traduction.emmanuel-rietsch.fr/
EGN;Assistante administrative et commerciale;Lagny-sur-Marne (77400);0762009319;
SIMONETTI - PATARD 45;NETTOYAGE ET VITRAGES particuliers et Pro* (portage salarial*);2 RUE AUX CHEVRES Montereau (45260);0605209917/0668185780;
SECURETUDES;Conseil et expertises en sécurité incendie;du Pastor Anglet (64600);0674545125;http://www.securetudes.fr
DR Brico Verts;Petit Bricolage et Entretien d'espaces Verts;26 , rue de Ribérou Saujon (17600);0662409092;
DAVIDELEC31;FORMATIONS TECHNIQUES ET REGLEMENTAIRES - ELECTRICITE GENERALE;DOMAINE DE JEANDE Aspret-Sarrat (31800);0621288500;https://sites.google.com/site/davidelec31/
Idir Agency;Régisseur / Assistant / Roading / Events / Logistique;Argenteuil (95100);0786211390;
L'ATELIER COUTURE DE LILY et cie;Couturière, retoucheuse et créatrice d’accessoires (sacs, tabliers, coussins, etc );38 rue des pyrénées Lourdes (65100);0610237566;https://atelier-couture-lily.fr/
Nathalie Bos;Rédactrice web;ANDERNOS LES BAINS (33510);0610490509;
MONCHAU Nazaire;Consultant en dématérialsation;Colombes (92700);0658811898;
codex innovation;Animation de séances de créativité, financement de l'innovation, formation impression 3D, découpe vinyle et découpe laser;5 place jerusalem Avignon (84000);0668384603;http://codex-innovation.com
Académie Francophone d'Astropsychologie;Formations en ligne en astrologie;1 Bd du Jeu de Ballon Grasse (06130);04.89.72.92.61;http://www.academie-francophone-astropsychologie.com
Guider nos aînés;Assistante de service sociale indépendante;Bagnolet (93170);0768410996;http://www.guidernosaines.fr
crWeb - Christophe ROUBAUD;Création, hébergement et référencement de sites web;Onet-le-Château (12850);0649458389;https://www.crweb.fr
VivaWeb;Webmaster;Castres (81100);+3363855214;https://www.vivaweb.fr
Shirley McCANN;Shirley McCANN;7 Kergouet Saint-Gérand (56920);;http://www.shirleyjmccann.com
Philippe Roman;Réalisateur de films d'entreprise et de communication;Saint-Saulve (59880);0686760393;http://www.philippe-roman.com
DAMIEN TORMEN;Administration d'entreprises;Marly (57155);06-83-27-67-35;
Giacomelli Weddings;Wedding planner;2 Rue Ferrer Oullins (69600);0632904633;https://giacomelliweddings.com/fr/
La Clé des Mots (autoentreprise de correction);Correctrice et relectrice;Six-Fours-les-Plages (83140);0647606145;
Emmanuel BALLERY;Développement Web sur mesure, Formation Web;18 rue des Bordes Lantages (10210);0632277478;https://emmanuelballery.com
tilios;commerce de gros et intermédiaire  négoce bois;5 allée de la vigne Saint-Ouen-la-Rouërie (35460);0658801958;
L'Atelier Carré;Création et fabrication d'articles de décoration en mailles;3 rue Jean Jaurès Bitche (57230);0670073235;http://lateliercarre.fr
Thierry MICHAUX;Conseil & Accompagnement de Sociétés;117 Bd Jourdan Paris 14 (75014);0668139734;
Prest'Admin;Prestations administratives et complémentaires (commerciales, communication et autres);Vernantes (49390);;http://www.prest-admin.fr/
AZ Com'Event;Communication - Evénementiel - Traduction italien-français;Bordeaux (33000);0688159704;https://azcomevent.com/
sozenwell;massages bien-être - conseils de santé - coaching de vie professionnelle;38 av armée Leclerc savig Savigny-sur-Orge (91600);0660482886;http://www.sozenwell.com
IMAG'IN DRONE;photographe , videaste , drone , pilote drone , photo aerienne ,video aerienne;5 rue st dominique Clermont-Ferrand (63000);0660626453;http://www.imagindrone.fr
psychothérapeute Olena Picon;psychothérapeute agréée ARS Occitanie;Muret (31600);0647654293;http://www.olenapicon-aide-psy.com/
Sylvie MAISONNEUVE;Artisane de bien-être et rigologue;130 route de la Barre Sucé-sur-Erdre (44240);0687107232;http://coezen.fr/
Photographe Sauvage Raphael;Photographe;27 route de Rosenwiller Rosenwiller (67560);0689379448;http://raphael-sauvage.com
MedPharmaTranslator;Traducteur;57 rue Boileau Lyon (69006);0667774403;https://medpharmatraduction.com/
Ma com' en couleur;community manager - créateur de site internet - communication digitale - référencement - conception de supports de communication;Illkirch-Graffenstaden (67400);0640133307;https://www.macomencouleur.fr
Camille Arpaillange;Prestataire de services informatiques;Carrières-sous-Poissy (78955);;https://borezo.info/in-k/
au chti plombier;plombier;Sin-le-Noble (59450);0651318059;
Christine COPPENS;Formateur - Soutien scolaire;Solliès-Pont (83210);0683460761;
CANI'CHIC;Toilettage pour chiens;27 rue Dubois Brive-la-Gaillarde (19100);0555744303;
Passerelle & Création;Accompagnatrice & Coach d'entrepreneurs;Nantes (44300);;http://passerelleetcreation.com/
C’est Net Services;Nettoyage;16 rue de La Croix verte Franconville (95130);0695110048;http://cestnetservices.wifeo.com
Alain Casal;Conseiller en nutrition;Lyon (69001);;https://www.village-spiruline.fr
Lucie FOLCH;Consultante et formatrice management et gestion de projet;Paris 12 (75012);0617983949;https://folchlucie.jimdofree.com/
Sylinfo84 Sylvie Drouet Croc;Maintenance - Réparations informatiques;115 rue Perrache Bédoin (84410);0687860811;
MDENR;Menuisier - Plaquiste - Isolateur;Taloux Livry (58240);0679716520;
Mangabey;DJ;6, square Yannick Frémin Rennes (35000);0622463060;http://mangabey.fr/
HELENE DRALEZ SOPHROLOGUE;Sophrologue;9 avenue du Golf Saint-Herblain (44800);0674409062;http://www.helenedralez.com
www.magasin-stalingrad.com;E-commerçants;8 rue Gaston pinot Paris 19 (75019);0662087966;https://magasin-stalingrad.com
Jeannine REDON;mandataire immobilier;Poujols (34700);0642687874;
DS Solutions;Alarme, vidéo-surveillance, domotique, suivi flotte voitures, sécurité informatique;7 rue Mazarine Paris 6 (75006);0186954647;https://www.dssolutions.fr/
ODILE MASSON PLUMES MULTICOLORES;ECRIVAIN PUBLIC;5 Esplanade Compans Caffarelli Bât A CS 57130 Toulouse (31000);0643001555;http://www.plumesmulticolores.fr
Grégory Maurice - Traduire Juste;Traducteur;1 Carrer del sol Amélie-les-Bains-Palalda (66110);0468075049;http://traduirejuste.wixsite.com/traduirejuste
videoweb13.fr;Vidéo, Photo, Pao, Web;56 Grand Draille Fontvieille (13990);0490548565;http://www.videoweb13.fr
Alistair Servet;Rédacteur Web / Journaliste Web;Lyon (69009);;http://web-redaction.com/
JeVeuxCréerMonSite;Webmaster;Angoulême (16000);0651417370;https://jeveuxcreermonsite.fr/
Michel GESRET;Architecte paysagiste;Plumelin (56500);0675481323;http://michelgesret-jardins.com
Christian MERCIER (Informatique & Jardin services 56);Assistance informatique à domicile et Jardinier;12, Lotissement Communal du Hayo Plaudren (56420);0667150879;
Lino YVON;REFLEXOLOGUE / COACH EN DEVELOPPEMENT PERSONNEL;121 bis rue St Jean Bayeux (14400);0633971595;
Isabelle Pagès Agence Sudwp;conception de sites web;15 rue ignace françois bibal Saint-Jean-de-Luz (64500);0689151061;https://sudwp.com/
Saveurs et Chef;Traiteur, Chef à domicile;Chaville (92370);0687597558;http://www.saveursetchef.com
Robbygraphics;Designer graphique;Villenave-d'Ornon (33140);0662591995;https://www.robbygraphics.com
LEREV 64;INTER - CE , un comité d'entreprise pour tous;10 r des pyrenees Gomer (64420);0616922195;
Anne-Fleur Pernet / Réseau des ambassadeurs administratifs de proximité (AADPROX);Externalisation de la gestion administrative des TPE (assistance et soutien administratifs);Orvault (44700);0680921894;https://www.aadprox.com/secretaire-independant-a-nantes/
Chat Perché;Créateur de mobilier en bois pour chats;Vieure (03430);;http://www.chatperche.fr
Myriam Horngren;Experte Communication stratégique et plaidoyer;Perpignan (66000);0642782701;http://linkedin.com/in/myriamhorngren
Célia Chauvet;Consultante webmarketing;27 rue Mas des Augustins Toulouse (31500);0674028390;http://www.lacollab.com
NATUR'Ô TEK;PRATICIEN NATUROPATHE - REFLEXOLOGIE PLANTAIRE QUANTIQUE - IRIDOLOGIE - CONFERENCIERE A THEMES;L'ORANGERIE - BLOC A - APPT 302 37/A RTE VAL DES CASTAGNINS Menton (06500);0687764830;http://www.natur-o-tek.fr
Catherine BIAUDET;Sophrologue Coach;38 rue Saint-Jean NANCY (54000);0607834017;https://catherinebiaudet1.wixsite.com/coaching-relaxation
ANSYASS;secrétaire juridique freelance;387 rue Robert Heschel Pont-Sainte-Maxence (60700);0770348986;http://www.ansyass.fr/
Françoise Poupart;Ecrivain Conseil;Saint-Cirq-Lapopie (46330);0637257020;https://leroyaumedesmots.jimdo.com/
FIFTIES ATELIER;Couturière;16 bis Rue Gicquel Guignen (35580);0621180446;http://fiftiesatelier.fr
Maxime Clapeyron;Développement web et logiciel;Saint-Cyr-les-Vignes (42210);0631990229;
CoEcrit;biographe correctrice écrivain public;Chartres-de-Bretagne (35131);0611552212;https://www.coecrit.fr/
Louis PERRIN;Pose de revêtements sols souples et durs - Faience;7 rue de Montmuran La Chapelle-Chaussée (35630);0643611049;
CAEX PROJET;Marchés publics et privés, Pilotage de projet;110 Chemin de Mouret Le petit Bosquet 6 Six-Fours-les-Plages (83140);0611014710;http://www.doyoubuzz.com/katia-wolff
ESPRIT DECO;Architecte d'intérieur;13 Imp Grives Pierrefeu-du-Var (83390);0687396953;https://esprit-deco.fr/
Bigay Pascale;Rédactrice print et web;82 rue Antoine Durafour Saint-Étienne (42100);0621195467;
Nadia M'Doir;Spécialiste CRM & Marketing automation;Paris 18 (75018);;
Eve Jullien Archives;Conseil en organisation, e-archiviste, archiviste;179 rue du Palais Izieu (01300);0688457061;http://www.evejullien-archives.fr/
François piotte;Tous travaux d'intérieur;Seuillet (03260);0681143487;
Tech-Informatique;Technicien Informatique;Rue de la Magdeleine Upaix (05300);0685593720;https://tech-informatique.fr
Quidam Guitar;Luthier;15 rue du Chateau Châteauneuf-sur-Isère (26300);06.67.78.71.83;http://www.quidamguitar.com
Vino Social Club;Atelier oeonologique pour les entreprises;11 square Nungesser Saint-Mandé (94160);0609031469;https://www.vinosocialclub.fr
Des Mots Simples Corrections;Lectrice/Correctrice;11 rue Géricault Rouen (76000);0760702440;http://www.desmotssimplescorrections.com
JEAN-MICHEL COSTA;ELECTRICIEN;Montfrin (30490);0629737719;http://electricitecosta.cabanova.com
Rachel GRELLIER;Formatrice Bureautique;Paris 20 (75020);;
POP AP CONSEIL;Conseil et accompagnement en marketing et développement aux petites entreprises, Externalisation marketing des grandes structures;3 VILLA CLOTILDE Saint-Ouen (93400);0613607409;http://www.popap.fr
AA Conseils;Formateur Assurances Droit de l indemnisation du prejudice corporel France et Europe.Navigation de Plaisance;Vauréal (95490);0632603162;http://AAconseils.com
Véronique Wagner;Astrologue;3 quai de sauvages Montpellier (34070);0666375808;https://veroniquewagner.com
booster  marketing;conseil  en  developpement commercial pour les agences de communication;rue andre salel 6 Fontenay-aux-Roses (92260);0670460151;
PEROLAS;Artisan second œuvre du bâtiment;Le village Fosse (66220);0468599481;
Méli Mélo d'Emma;Décoration maison;3 impasse des peupliers Nézel (78410);0674394564;http://www.melimelodemma.fr
KORRIGAN;Conseil en entreprise;32 rue des Tanneurs Toul (54200);0648402054;
TRAVAUX-PATRICK Services;Menuiserie pose de cuisine, maintenance générale du bâtiment.;5 rue des Fleurs Riedseltz (67160);0388940952-0601501476;
Johanna Rathmann;Traductrice-Interprète;Floirac (33270);0684146535;
Englishadom.;Professeur d'anglais;Toulouse (31000);0683706144;http://www.englishadom.com
Clément Droff;Graphiste Webdesigner et Webmaster WordPress;18, Rue du Marquis de la Rouërie Saint-Aubin-du-Cormier (35140);;https://www.clementdroff.fr/
VERIMAGE;Conseil en Image / Relooking - Harmonie Vestimentaire;86 boulevard Diderot Paris 12 (75012);+33682865102;http://www.verimage.net
ludo Service 84;ludo Service 84;59 Rue De l 'Ancien Hôpital Orange (84100);0640219889;
Jean-Michel Dubois;Traduction technique, post-édition, localisation;4, rue Raoul Dufy Plaisir (78370);+33699682166;
Cartes Création;Créatrice de faire-part, menus et de cartes personnalisées;13 rue de Terves COSSE D'ANJOU Chemillé (49120);0780333598;http://cartescreation.fr/
Lace and Grace;Créatrice de robes de mariée;8 rue Schoenberg Mulhouse (6810);0606451410;http://www.laceandgrace.fr
Anaïs Jaunay;Conception-rédaction, journalisme & réalisation corporate;Charenton-le-Pont (94220);;http://www.anaisjaunay.fr
Bormes  Naturopathie;Naturopathe, thérapeute psychologie positive, PNL, art-thérapie;Maison Forestière du Ruscas 4315 route du Dom Bormes-les-Mimosas (83230);0769817255;http://www.bormes-naturopathie.fr
ALAIN LOUBARESSE - LES ARTS MATIQUES;Création de site web;32 RUE DE L AIGUILLON Lunel (34400);0633711318;https://www.lesartsmatiques.fr
Electro du Razes;Réparation electroménager, vente lectroménager d'occasion et dépôt vente tout objet;13 porte d'arres Alaigne (11240);0623272340;
CreaCom Design;Création de sites Internet - Graphiste;235 avenue Alsace Lorraine Chambéry (73000);;https://www.creacomdesign.com
Consultant internet Jean-Marc ROGEZ;consultant (marketing internet ...);Valenciennes (59300);0603511800;https://www.facebook.com/ConsultantinternetJeanMarcROGEZ
Nicolas Waterkeyn;Graphiste Motion Designer 2D & 3D;24 rue Jean le Coz Rueil-Malmaison (92500);0677544617;http://www.nicolaswaterkeyn.com/
pcmd-services;prestataire declare services a la personne;4 B IMPASSE MARTINE Saint-Magne-de-Castillon (33350);0557483803;
BCD Formations;formation adultes;Guer (56380);;http://www.bcd-formations.sitew.com
CIGALL;Consultant Informatique Indépendant - Chef de projet infrastructure Linux et Windows;6 impasse des Aubépines Langlade (30980);0664283550;https://www.cigall.fr
GEST-ADMIN-LC;Accompagnement administratif;Elbeuf (76500);0630037602;http://www.gest-admin-lc.fr
l'écritoire pour tous;écrivain public;10 boulevard de la marsange Bailly-Romainvilliers (77700);0174602406;https://www.l-ecritoire-pour-tous.com/
SURJET-MOQUETTE;solier;14 rue Jean Giono Clermont-Ferrand (63100);0415327070+mobile0635770060;http://www.surjet-moquette.fr
TOUSERVICES 21;MULTISERVICES BRICOLAGE ET ENTRETIEN MAISON, ESPACES VERTS....;Montbard (21500);0684235428;
Gobelins Conseil;Conseil en développement commercial BtoB;7 rue Niépce Paris 14 (75014);0609178058;
SURJET-MOQUETTE    Henri KLOECKNER;CONFECTION DE TAPIS (moquette) surjetés tous usages;14 rue Jean Giono Clermont-Ferrand (63100);06357700600415327070;http://www.surjet-moquette.fr
Lopia #ExpertWeb;Conseils Services Formations WEB;Florac (48400);;https://www.lopia.fr
BRICOELEC;VENTE DE MATERIEL ELECTRIQUE RETRO ET ELECTRONIQUE;68 BIS avenue de la Boujassié Carmaux (81400);0563384256;
MARGUERIN Véronique;Secrétariat-social-soutien de bureau;Paris 19 (75019);;http://www.secretariat-social-assistance.com/1.html
SEGABY INFORMATIQUE;SEGABY INFORMATIQUE;8 RUE RABELAIS Strasbourg (67200);0613269815;https://segaby-informatique.fr/
Feriel Temmar - Triangle Traduction;Traductrice et formatrice anglais;Sceaux (92330);;https://www.triangle-traduction.com/
PHILIPPE LISSART;PHOTOGRAPHE;8 rue de la vieille cote MOUNET Penne-d'Agenais (47140);0610033585;https://philippelissart.photography
MADICIS;ASSISTANTE ADMINISTRATIVE INDEPENDANTE;Bègles (33130);0675177837;
Le Clavier Magique;Secrétariat indépendant;15 Rue du Mail Blangy-Tronville (80440);0668418311;
domi-boutik;e-commerçant;5 boulevard de la canne Sainte-Marie (97230);0627312744;https://www.domi-boutik.fr
Nathalie Mathé DÉVELOPPEMENT;Consultante en Développement commercial Secteur de la Formation;9A Chemin du GREGOIRE Dardilly (69570);0682256907;https://www.linkedin.com/in/nathalie-math%C3%A9-7042a3108/
Thomélie ISTACE;Directeur Artistique;337 rue Claude Berthollet BAT B APT 21 Montpellier (34090);0633661884;http://www.mosti.fr
First Class Robotics;Location de Robots de Services et Réalité Virtuelle;1 Bis Rue de Kersuillet Remungol (56500);0648799783;https://www.firstclass-robotics-online.fr
Robin Leplumey;Traducteur;La Lande du Moulin Saint-Rémy-du-Plain (35560);0640396607;
Litecom;Logo design - Web design - Print - Conseil marketing;15, résidence des châtaigniers Saint Georges de Chesné (35410);0608333577;http://www.litecom.fr
Top Line;Activité artistique - conseil import-export;Mâcon (71000);;
HAMELIN SAMUEL;TECHNICIEN INFORMATIQUE RETAIL;26 bd henri barbusse Romainville (93230);0614862130;
Everest Concept;webmaster;7, rue jean jaures Beuvrages (59192);0606784663;https://www.everest-concept.fr
ADRIAN Anne-Julie;Kinésiologue;4 allée des aspérules Thann (68800);0631104592;
Jean-jacques MAILLARD;Consultant;17 rue du vert galant Montfort-l'Amaury (78490);0626486626;
Magalie Castaing;Développeur WordPress et WooCommerce;Montrouge (92120);;https://kasutan.pro
omnireso;consultant en référencement internet;la doublerais Issé (44520);0240555923;http://www.omnireso.com
AGAP-RH;Agence Gestion Administrative du Personnel et des Ressources Humaines;97 Chemin du Bousquet Clermont (40180);0608925146;https://www.agap-rh.com/
Thomas GRIM;Consultant en architecture des systèmes d'information / Développeur spécialisé Web;Paris 16 (75016);0688623337;
Fa Si La Country;Animatrice de danse country;29 rue Antonin Laborde Lyon (69009);0686431236;https://www.fasilacountry.fr/
Manosque  Assistance  Implantation  Provence     MAIP;Domiciliation commerciale;221 rue d en dessous Les Terrasses du Sud Manosque (04100);0614302958;http://www.maip-provence.com
ABPhoto;Photographe;29 rue de Villebonne Trégueux (22950);0662559846;https://www.abphoto22.com
Formaprev33;Organisme de formation spécialisé en prévention et santé au travail;44 route de saint aubin Saint-Médard-en-Jalles (33160);0673162460;http://www.formaprev33.fr/
Un point d'interrogation;Correction, relecture, réécriture;Paris 20 (75020);;http://unpointdinterrogation.fr/index.html
rossi;plomberie électricité;42 rue albert 1er Arcachon (33120);0665718622;
Arthur Joannard - l'Atelier du Lead;Traffic Manager / Consultant Adwords / Génération de Leads;9 rue Rosset Lyon (69004);0660569302;https://www.atelierdulead.com
Le grenier des bonnes affaires;Vpciste, brodeur;BP20057 6 bd paul Cambon Dunkerque (59240);0661546048;https://www.legrenierdesbonnesaffaires.fr/
ABANITA.FR;boutique en ligne d'objets de décoration intérieure;Saint-Fargeau-Ponthierry (77310);;https://abanita.fr
Bertrand.pro;Webmarketer;Aubervilliers (93300);0680047096;https://www.bertrand.pro
Magie et illusionnistes;Magicien close-up-man;Rue aux moines Conflans-Sainte-Honorine (78700);0662759705;http://magie-illusion.net
ALAMKAR;Webmaster;Brest (29200);0687793401;http://alamkar.com
CAP-CORPS;Préparateur Physique/ Coach;26, Impasse Lou-Tarral le Mas Compeyre (12520);0648001175;
Konsult Concept;Consultant Transformation Lean et Digitale;206 rue Adolphe Gillis Bouchain (59111);0327443642;https://www.konsult-concept.com
LAMBERT CONSEIL STRUCTURES;CONCEPTION OUVRAGES DE TRAVAUX PUBLICS routes ouvrages d'art tunnels bâtiments publics  et industriels;169 bis rue breteuil Marseille (13006);0609304939;
Coaching entreprise Lyon;Coach d'entreprise;Lyon (69005);;http://linkedin.com/in/helene-billiet-7136b119
Condé Informatique Dépannage;Dépannage et vente de matériel informatique;5 Route de la Causcanière Condé-sur-Vire (50890);0677141635;http://www.cid.info.free.fr
Michael PARISI;Formateur SST, PSC 1, incendie, gestes et postures;Brignais (69530);;
Services Informatiques;Prestataire de services informatiques;320, route de l'Auribelle Montmaur-en-Diois (26150);0675037483;https://denimop.fr
Serge-Jérôme Laverny - webmasterautop;webmaster graphiste;28 avenue du Général de Castelnau Montastruc-la-Conseillère (31380 );0667104692;https://webmasterautop.com
La Plume Dunkerquoise;Ecrivaine Publique;1 BIS RUE JACOBSEN TOUR ROOSEVELT Dunkerque (59140);0769503246;https://laplumedunkerquoise5.webnode.fr/
Muriel ROUSSEAU - SAAB Services;Muriel ROUSSEAU;7 rue Henri Dunant Le Lion-d'Angers (49220);0619731782;http://www.murielrousseau-saabservices.fr
Yannick Gilger;Agent Commercial;13 B rue de Sélestat Schiltigheim (67300);0630438730;
RECOUVREMENT EURO CONTENTIEUX;Recouvrement des Impayés;44 Rue René RICHARD Janville (60150);066725117;http://www.eurocontentieux.com
business+;conseil et solutions pour le développement des PME;Saint-Michel-sur-Orge (91240);0660900714;http://www.business-plus.fr
Pimson Sonorisation;Sonorisation événementielle;19 rue louis Ulbach Courbevoie (92400);0670893801;https://www.pimson.com
Solène BINET;Traduction professionnelle;2B cours de la République Tourves (83170);0672291401;http://binetsolene0.wixsite.com/traduction
Enora MONFORT;Assistante administrative;7 rue Marie Curie Basse-Goulaine (44115);0663025641;http://tools.prod.free.fr/
Procanina;Produits pour l'éducation du chien;148 rue Henri Frenay Bollène (84500);07.61.44.82.98;https://procanina.com
XPERTISEPC;assistance, dépannage et formation informatique;10 rue de l'auriere Le Bignon (44140);0678797979;http://www.xpertisepc.fr
Doc PC 86;Dépannage Informatique;9 Rue de la République de Rossay Loudun (86200);0667780395;https://www.docpc86.fr
Ann Cordonnier Martinez;Auteur - Ecrivain public;Grenade-sur-l'Adour (40270);0670774117;
MarcoServices - informatique langon;dépannage informatique;Langon (33210);0603741088;https://www.marcoservices.fr
Lydie Dumas;Design graphique et événementiel;Saint-Georges-de-Reneins (69830);0688573888;http://www.lesyeuxcocotte.fr
BCsecretariat;Permanence téléphonique, gestion d'agenda, conseils;87 Rue des Vignes Vieilles A flottes Pradines (46090);0763121294;http://www.bcsecretariat.fr
CREADOC;Services de secrétariat;2 Closerie du Potier Bâtiment 2 - Appartement 35 Peltre (57245);0387747526;https://www.creadoc.fr
Exepri@nce Formation Conseil;Formatrice Consultante;29 bis rue de la mairie Cintray (28300);0603871241;
abra ma cabane;Artisan, créateur de lit cabane;22 rue saint yon Sotteville-lès-Rouen (76300);0660927808;https://www.abra-ma-cabane.fr/
Thierry Boudeau;Technicien en assistance informatique;Neung-sur-Beuvron (41210);;
Isabelle PETRE;Ecrivain public;Ulis (91940);0663812104;http://www.unfilalaplume.fr
Amandine PAPON;Conseillère en santé et sécurité au travail;Morlanne (64370);0622701555;
PHENICIE prod;Réalisation et montage video;Zac de la Malnoue Émerainville (77184);0769636917;http://www.phenicieprod.1s.fr
Smart Translate;Traducteur professionnel;22 rue des Champacs Sainte-Marie (97438);0692081376;http://smart-translate.info
LA PLUME ALERTE;écrivain public;6 place de la mairie Chezelles (37220);0629863102;http://www.laplumealerte.fr.ht
Sens & Mots  écritures;Journaliste;Perpignan (66000);;http://www.sensetmots-ecritures.com
Tribu de chats;Créatrice d'articles fantaisie illustrés;Javerdat (87520);;http://www.tribu-de-chats.com
CARAL Secrétariat;Secrétaire indépendante;Sarbazan (40120);06.13.06.56.34;http://www.caralsecretariat.com
Olivier Ansel Cours De Danse;Danseur, Chorégraphe;Le Vivier-sur-Mer (35960);0661157502;http://www.olivier-ansel-cours-de-danse.com/
ACL72 Nettoyage;Entreprise de Nettoyage;Torcé-en-Vallée (72110);0647485876;http://www.acl72-nettoyage.fr
Frédéric CHILLET;Photographe;Quincieux (69650);0674586014;https://www.fredphoto.fr/
Marc Grémillon Photographie;Photographe;39 rue Montfaucon Bordeaux (33800);0638448272;http://www.marcgremillon.com
CPC 66 CLIMATISATION PLOMBERIE CHAUFFAGE;CLIMATISATION PLOMBERIE CHAUFFAGE;9 avenue marechal joffre Maureillas-las-Illas (66480);0611922681;http://www.cpc66.fr
Michael Rouallo Photographe;Photographe - Retoucheur;Lorient (56100);0616903320;http://www.michaelrouallo.com
Marian Bohling         ENGLISH EXPLIQUE;Formatrice en Anglais;Ferques (62250);0321326083;
Auxillia - Anne Vanzetto;Formatrice - Consultante en efficacité professionnelle / Assistante indépendante;110 route des Rivoires Vourey (38210);0643080962;http://www.auxillia-assistanat.com
Assistance administrative DEBACQ;Secrétariat;Saint-Brice-Courcelles (51370);0664881552;
CLAIRE LAFFRA;ARCHITECTE;4 RUE RENE ARMENICO Mallemort (13370);0622878538;
Magali Izard, Ecrivain public;Assistante administrative;DOMAINE DE RAU Mazerolles-du-Razès (11240);0608721877;http://www.magali-izard.fr
